candidate,state,district,office,year,party,website_url,has_url,captured
Andrew William Craig,OK,00,senate,2016,R,https://www.voteandycraig.com,True,True
Andrew William Craig,OK,00,senate,2018,R,https://www.voteandycraig.com,True,True
Anduin Elim Craighill-Middleton,NC,06,house,2024,D,https://www.andycm4congress.com,True,True
Andy Baan,VA,02,house,2020,R,https://andybaan.com,True,True
Andy Baan,VA,02,house,2022,R,https://andybaan.com,True,True
Andy Biggs,AZ,05,house,2024,R,https://www.biggsforcongress.com,True,True
Andy Caffrey,CA,02,house,2018,D,https://caffrey2016.org,True,True
Andy Caffrey,CA,02,house,2020,D,https://caffrey2016.org,True,False
Andy Coleman,OK,01,house,2018,R,https://www.andycoleman.org,True,True
Andy Coleman,OK,01,house,2020,R,https://www.andycoleman.org,True,True
Andy Horning,IN,00,senate,2018,R,https://www.horning4indiana.com/,True,False
Andy Kim,NJ,03,house,2018,D,https://www.andykim.com,True,True
Andy Kim,NJ,03,house,2020,D,https://www.andykim.com,True,False
Andy Kim,NJ,03,house,2022,D,https://www.andykim.com,True,True
Andy Kim,NJ,03,house,2024,D,https://www.andykim.com,True,True
Andy Kim,NJ,00,senate,2024,D,https://www.andykim.com,True,True
Andy Levin,MI,09,house,2018,D,https://www.andylevinforcongress.com,True,True
Andy Levin,MI,09,house,2020,D,https://www.andylevinforcongress.com,True,True
Andy Levin,MI,11,house,2022,D,https://www.andylevinforcongress.com,True,True
Andy Levin,MI,11,house,2024,D,https://www.andylevinforcongress.com,True,True
Andy Mark Mann,TX,14,house,2018,R,https://www.andymann2008.com,True,False
Andy Martin,IL,00,senate,2004,R,https://andymartin.com,True,True
Andy Martin,IL,00,senate,2006,R,https://andymartin.com,True,True
Andy Martin,IL,00,senate,2008,R,https://andyforussenator.com,True,True
Andy Martin,NH,01,house,2018,R,https://www.andymartin2014.com,True,False
Andy Martin,NH,01,house,2020,R,https://andymartinforussenator.com,True,False
Andy Martin,NH,01,house,2024,R,https://andymartinforussenator.com,True,False
Andy Martin,NH,00,senate,2014,R,https://www.andymartin2014.com,True,True
Andy Martin,NH,00,senate,2016,R,https://www.andymartin2014.com,True,True
Andy Martin,NH,00,senate,2018,R,https://www.andymartin2014.com,True,False
Andy Martin,NH,00,senate,2020,R,https://andymartinforussenator.com,True,False
Andy Martin,NH,00,senate,2022,R,https://andymartinforussenator.com,True,True
Andy Martin,NH,00,senate,2024,R,https://andymartinforussenator.com,True,False
Andy Miscuk,DC,00,house,2018,D,https://www.andyforcongress.org,True,False
Andy Miscuk,DC,00,house,2020,D,https://www.andyforcongress.org,True,False
Andy Mr. Biggs,AZ,05,house,2020,R,https://www.biggsforcongress.com,True,True
Andy Mr. Biggs,AZ,05,house,2022,R,https://www.biggsforcongress.com,True,False
Andy Ogles,TN,05,house,2022,R,https://www.andyogles.com,True,True
Andy Ogles,TN,05,house,2024,R,https://www.andyogles.com,True,True
Andy Ruff,IN,09,house,2020,D,https://andyruff.org,True,True
Andy Ruff,IN,09,house,2022,D,https://andyruff.org,True,False
Andy Thorburn,CA,39,house,2018,D,https://www.thorburnforcongress.com/,True,True
Andy Thorburn,CA,39,house,2020,D,https://www.thorburnforcongress.com/,True,False
Angel Damian Pena,NM,02,house,2018,D,https://pena4nm2.com,True,False
Angel Damian Pena,NM,02,house,2020,D,https://pena4nm2.com,True,False
Angel David Martinez,TX,37,house,2020,D,https://www.angelmartinezforcongress.com,True,False
Angel David Martinez,TX,37,house,2022,D,https://www.angelmartinezforcongress.com,True,False
Angel David Martinez,TX,37,house,2024,D,https://www.angelmartinezforcongress.com,True,False
Angel Idalis Fierro,TX,29,house,2024,R,https://angelfierro.com,True,False
Angel Lara,CA,21,house,2022,D,https://www.angellaraforcongress.com,True,False
Angel Luis Cadena Jr,CT,03,house,2018,R,https://angelforcongress.org,True,True
Angel Luis Cadena Jr,CT,03,house,2020,R,https://angelforcongress.org,True,False
Angel Luis Vega,TX,22,house,2022,D,https://www.vegaforcongress.com,True,False
Angel Montalvo,FL,27,house,2022,D,https://www.montalvoforcongress.com,True,True
Angel Rivera,FL,09,house,2024,R,https://www.angelriveraforflorida.com,True,True
Angel Salvador Urbina,FL,14,house,2022,R,https://www.urbinaforcongress.com,True,True
Angela Alsobrooks,MD,00,senate,2024,D,https://angelaalsobrooks.com,True,True
Angela Cunningham,WI,01,house,2020,D,https://www.voteforcunningham.com,True,True
Angela Cunningham,WI,01,house,2022,D,https://www.voteforcunningham.com,True,False
Angela Cunningham,WI,01,house,2024,D,https://www.voteforcunningham.com,True,False
Angela Dawn Craig,MN,02,house,2018,D,https://www.angiecraig.com,True,True
Angela Dawn Craig,MN,02,house,2020,D,https://www.angiecraig.com,True,True
Angela Dawn Craig,MN,02,house,2022,D,https://www.angiecraig.com,True,True
Angela Dawn Craig,MN,02,house,2024,D,https://www.angiecraig.com,True,True
Angela Grabovsky,IN,07,house,2022,R,https://angelaforindiana.com,True,True
Angela Grabovsky,IN,07,house,2024,R,https://angelaforindiana.com,True,False
Angela Jo Demaree,IN,05,house,2018,D,https://www.demareeforcongress.com,True,False
Angela Kaye Marx,WA,03,house,2018,D,https://www.angie4congress.com,True,False
Angela M Hughes,TN,92,house,2022,D,https://angietn92.com,True,True
Angela M Hughes,TN,92,house,2024,D,https://angietn92.com,True,False
Angela Marie Gandolfo,NJ,04,house,2018,D,https://www.gandoltofornewjersey.com,True,False
Angela Marie Walls-Windhauser,FL,01,house,2024,R,https://www.winred.com,True,True
Angela Marie Walls-Windhauser,FL,00,senate,2018,R,https://www.winred.com,True,True
Angela Marie Walls-Windhauser,FL,00,senate,2022,R,https://www.angiewindhauser4uscongressdist10.org,True,False
Angela Marie Walls-Windhauser,FL,00,senate,2024,R,https://www.winred.com,True,True
Angela Mcglowan,MS,01,house,2018,R,http://www.mcglowanforcongress.com/,True,False
Angela Mcglowan,MS,01,house,2020,R,http://www.mcglowanforcongress.com/,True,True
Angela Pendley,GA,03,house,2018,D,https://apendley4house.com,True,False
Angela Plowhead,OR,06,house,2022,R,https://angelafororegon.com,True,True
Angela Plowhead,OR,06,house,2024,R,https://angelafororegon.com,True,True
Angela Roman,OR,05,house,2020,R,https://angelaromanfororegon.com,True,True
Angela Roman,OR,05,house,2022,R,https://angelaromanfororegon.com,True,True
Angela Roman,OR,05,house,2024,R,https://angelaromanfororegon.com,True,True
Angela Stanton King,GA,05,house,2020,R,https://angelastantonking.com,True,False
Angela Stanton King,GA,05,house,2022,R,https://angelastantonking.com,True,False
Angela Underwood Jacobs,CA,25,house,2020,R,https://www.angelaforyou.com,True,False
Angela Underwood Jacobs,CA,25,house,2022,R,https://www.angelaforyou.com,True,False
Angela Underwood Jacobs,CA,25,house,2024,R,https://www.angelaforyou.com,True,True
Angela Walls-Windhauser,FL,10,house,2022,R,https://www.angiewindhauser4uscongressdist10.org,True,False
Angelic Marie Philips,NE,00,senate,2020,D,https://voteangieforsenate.com,True,True
Angelic Marie Philips,NE,00,senate,2022,D,https://voteangieforsenate.com,True,False
Angelic Marie Philips,NE,00,senate,2024,D,https://voteangieforsenate.com,True,False
Angelica Earl,MO,00,senate,2018,D,https://angelicaformissouri.weebly,True,False
Angelica Earl,MO,00,senate,2020,D,https://angelicaformissouri.weebly,True,False
Angelica Maria Duenas,CA,29,house,2020,D,https://www.angelica4congress.com,True,True
Angelica Maria Duenas,CA,29,house,2022,D,https://www.angelica4congress.com,True,True
Angelica Maria Duenas,CA,29,house,2024,D,https://www.angelica4congress.com,True,True
Angelina Rosario-Sigala,CA,13,house,2024,D,https://ballotpedia.org/angelina_sigala,False,False
Angelina Sigala,CA,13,house,2024,D,https://angelinarsigala916.wixsite.com/forcongress/about,True,False
Angelina Sigala-Rosario,CA,13,house,2024,D,https://ballotpedia.org/angelina_sigala,False,False
Angelynn Brooke Mcgowan,NC,10,house,2024,R,https://brookefornc.com,True,True
Angie Chirino,FL,27,house,2018,R,https://chirinoforcongress.com,True,True
Angie Chirino,FL,27,house,2020,R,https://chirinoforcongress.com,True,True
Angie Chirino,FL,27,house,2022,R,https://chirinoforcongress.com,True,False
Angie Chirino,FL,27,house,2024,R,https://chirinoforcongress.com,True,True
Angle Sides,IL,13,house,2018,D,https://facebook.com/angel.sides3; gofundme.com/voteangel,False,False
Angle Sides,IL,13,house,2020,D,https://facebook.com/angel.sides3; gofundme.com/voteangel,False,False
Angus Mcquilken,MA,06,house,2020,D,https://www.angusforcongress.com,True,True
Anibal Acevedo-Vila,PR,00,house,2020,D,https://www.acevedovila.com,True,True
Anibal Acevedo-Vila,PR,00,house,2022,D,https://www.acevedovila.com,True,False
Anibal Acevedo-Vila,PR,00,house,2024,D,https://www.acevedovila.com,True,False
Anibal Mr. Valdez-Ortega,CA,25,house,2020,D,https://www.valdezortegaforcongress.org,True,True
Anibal Mr. Valdez-Ortega,CA,25,house,2022,D,https://www.valdezortegaforcongress.org,True,False
Anibal Mr. Valdez-Ortega,CA,25,house,2024,D,https://www.valdezortegaforcongress.org,True,False
Anika Omphroy,FL,20,house,2022,D,https://www.anikaomphroy.com,True,True
Anika Omphroy,FL,20,house,2024,D,https://www.anikaomphroy.com,True,True
Anil Dr. Kumar,MI,10,house,2024,D,https://none,False,False
Anil Kumar,MI,11,house,2018,D,https://www.kumarforuscongress.com,True,True
Anita Malik,AZ,06,house,2018,D,https://www.anitaforarizona.com,True,True
Anita Malik,AZ,06,house,2020,D,https://www.anitaforarizona.com,True,True
Anita Malik,AZ,06,house,2022,D,https://www.anitaforarizona.com,True,True
Anita Malik,AZ,06,house,2024,D,https://www.anitaforarizona.com,True,True
Anita Marie Kegley,TX,20,house,2020,R,https://anitakegleyushouse.com,True,True
Anita S Chen,CA,17,house,2024,R,https://www.anitaforcongress.us,True,True
Ann Ashford,NE,02,house,2020,D,https://www.annashford2020.com,True,True
Ann Ashford,NE,02,house,2022,D,https://www.annashford2020.com,True,False
Ann Diener,AK,00,senate,2024,D,https://anndienerforsenate.com,True,False
Ann E Brookes,CT,02,house,2018,R,https://alex.bama.cpa@comcast.net,False,False
Ann E Chavez,NM,01,house,2018,D,https://www.anniechavez.com,True,False
Ann Kirkpatrick,AZ,02,house,2018,D,https://www.momsfedup.org,True,False
Ann Kirkpatrick,AZ,02,house,2020,D,https://www.momsfedup.org,True,False
Ann Kirkpatrick,AZ,02,house,2022,D,https://www.momsfedup.org,True,True
Ann Kirkpatrick,AZ,02,house,2024,D,https://www.momsfedup.org,True,True
Ann L. Wagner,MO,02,house,2018,R,https://www.annwagner.com,True,True
Ann L. Wagner,MO,02,house,2020,R,https://www.annwagner.com,True,True
Ann L. Wagner,MO,02,house,2022,R,https://www.annwagner.com,True,True
Ann L. Wagner,MO,02,house,2024,R,https://www.annwagner.com,True,True
Ann Leila Kirkpatrick,AZ,00,senate,2016,D,https://www.kirkpatrickforsenate.com,True,True
Ann Leila Kirkpatrick,AZ,00,senate,2018,D,https://www.kirkpatrickforsenate.com,True,True
Ann Marie Buerkle,NY,24,house,2018,R,https://www.buerkleforcongress.com,True,False
Ann Marie Buerkle,NY,24,house,2020,R,https://www.buerkleforcongress.com,True,True
Ann Marie Buerkle,NY,24,house,2022,R,https://www.buerkleforcongress.com,True,True
Ann Marie Danimus,WA,05,house,2022,D,https://www.vote4annmarie.com,True,True
Ann Marie Danimus,WA,05,house,2024,D,https://www.vote4annmarie.com,True,True
Ann Marie Dr Adams,CT,00,senate,2018,D,https://www.crowdpac.com/campaigns/259185/dr-ann-marie-adams-for-u-s-senate,True,False
Ann Mclane Kuster,NH,02,house,2018,D,https://www.kusterforcongress.com,True,True
Ann Mclane Kuster,NH,02,house,2020,D,https://www.kusterforcongress.com,True,True
Ann Mclane Kuster,NH,02,house,2022,D,https://www.kusterforcongress.com,True,True
Ann Mclane Kuster,NH,02,house,2024,D,https://www.kusterforcongress.com,True,True
Ann Roe,WI,01,house,2022,D,https://www.annroeforcongress.com,True,True
Ann Roe,WI,01,house,2024,D,https://www.annroeforcongress.com,True,True
Anna C Little,NJ,06,house,2018,R,https://www.annalittleforcongress.com,True,False
Anna C Little,NJ,06,house,2020,R,https://www.annalittleforcongress.com,True,True
Anna G Eshoo,CA,18,house,2018,D,http://eshoo.house.gov,True,True
Anna G Eshoo,CA,18,house,2020,D,http://eshoo.house.gov,True,True
Anna G Eshoo,CA,16,house,2024,D,http://eshoo.house.gov,True,True
Anna G. Eshoo,CA,16,house,2022,D,http://eshoo.house.gov,True,True
Anna Marie Trujillo,FL,19,house,2018,R,https://www.annaforcongress.com,True,False
Anna Paulina Luna,FL,13,house,2020,R,http://www.voteannapaulina.com/,True,True
Anna Paulina Luna,FL,13,house,2022,R,http://www.voteannapaulina.com/,True,True
Anna Paulina Luna,FL,13,house,2024,R,http://www.voteannapaulina.com/,True,True
Anna Ryon,IA,03,house,2018,D,https://annaforiowa.com/,True,False
Anna Throne-Holst,NY,01,house,2018,D,http://www.annathroneholst.com,True,False
Annabelle Robertson,SC,02,house,2018,D,https://annabelle2018.com,True,True
Annabelle Robertson,SC,02,house,2020,D,https://annabelle2018.com,True,True
Annabelle Robertson,SC,02,house,2022,D,https://annabelle2018.com,True,True
Annabelle Robertson,SC,02,house,2024,D,https://annabelle2018.com,True,False
Anne Evans Estabrook,NJ,00,senate,2008,R,https://www.estabrookforsenate.com,True,True
Anne Harriet Nosworthy Fischer,NC,10,house,2018,D,https://annefischerforcongress.com,True,False
Anne Henley,TX,12,house,2024,R,https://annehenley.com,True,True
Anne Marie Ward,AZ,04,house,2020,R,https://www.annemarieforcongress.com,True,True
Anne Messenger,NY,24,house,2018,D,https://www.messengerforcongress.com,True,True
Annette Dr Bosworth,SD,00,senate,2014,R,https://www.bosworthforsenate.com,True,True
Annette Dr Bosworth,SD,00,senate,2016,R,https://www.bosworthforsenate.com,True,True
Annette Dr Bosworth,SD,00,senate,2018,R,https://www.bosworthforsenate.com,True,True
Annette Dr Bosworth,SD,00,senate,2020,R,https://www.bosworthforsenate.com,True,True
Annette Dr Bosworth,SD,00,senate,2022,R,https://www.bosworthforsenate.com,True,True
Annette Dr Bosworth,SD,00,senate,2024,R,https://www.bosworthforsenate.com,True,True
Annette Meza,CA,53,house,2020,D,https://annettemeza.com,True,True
Annette Taddeo,FL,26,house,2018,D,http://www.annettetaddeo.com,True,True
Annette Taddeo,FL,26,house,2020,D,http://www.annettetaddeo.com,True,True
Annette Taddeo,FL,27,house,2022,D,http://www.annettetaddeo.com,True,True
Annette Taddeo,FL,27,house,2024,D,http://www.annettetaddeo.com,True,True
Annette Teijeiro,NV,03,house,2018,R,http://friendsforannette.com/,True,True
Annette Teijeiro,NV,03,house,2020,R,http://friendsforannette.com/,True,True
Annette Teijeiro,NV,03,house,2022,R,http://friendsforannette.com/,True,True
Annette Teijeiro,NV,03,house,2024,R,http://friendsforannette.com/,True,False
Annie Black,NV,04,house,2022,R,https://anniefornevada.com/,True,True
Annie Dr. Andrews,SC,01,house,2022,D,https://n/a,False,False
Annie Dr. Andrews,SC,01,house,2024,D,https://n/a,False,False
Annisa Karim,FL,25,house,2018,D,https://www.karimforcongress.com,True,False
Anthony A Beale,IL,02,house,2018,D,https://bealeforcongress.com,True,False
Anthony A Beale,IL,02,house,2020,D,https://bealeforcongress.com,True,True
Anthony A Beale,IL,02,house,2022,D,https://bealeforcongress.com,True,True
Anthony A Beale,IL,02,house,2024,D,https://bealeforcongress.com,True,True
Anthony A Strickland,CA,25,house,2018,R,https://www.tonystrickland.com,True,False
Anthony A Strickland,CA,25,house,2020,R,https://www.tonystrickland.com,True,False
Anthony A Strickland,CA,25,house,2022,R,https://www.tonystrickland.com,True,False
Anthony A Strickland,CA,25,house,2024,R,https://www.tonystrickland.com,True,True
Anthony Adelino Mr. Dilizia,CT,02,house,2022,D,https://www.diliziaforcongress.com,True,True
Anthony Bouchard,WY,00,house,2022,R,https://anthonybouchard.com,True,False
Anthony Bouchard,WY,00,house,2024,R,https://anthonybouchard.com,True,True
Anthony Brindisi,NY,22,house,2018,D,https://www.brindisiforcongress.com,True,True
Anthony Brindisi,NY,22,house,2020,D,https://www.brindisiforcongress.com,True,True
Anthony Brindisi,NY,22,house,2022,D,https://www.brindisiforcongress.com,True,True
Anthony Brown,MD,04,house,2018,D,https://www.anthonybrown.com,True,True
Anthony Brown,MD,04,house,2020,D,https://www.anthonybrown.com,True,True
Anthony Brown,MD,04,house,2022,D,https://www.anthonybrown.com,True,False
Anthony Brown,MD,04,house,2024,D,https://www.anthonybrown.com,True,False
Anthony Catella,IL,14,house,2020,R,https://catellaforcongress.com,True,True
Anthony Clark,IL,07,house,2018,D,https://anthonyclark2018.com,True,True
Anthony Cowden,NC,03,house,2022,R,https://www.tonycowden.com,True,True
Anthony Cowden,NC,03,house,2024,R,https://www.tonycowden.com,True,False
Anthony Daniels,AL,02,house,2024,D,https://www.anthonyforalabama.com/,True,True
Anthony Dean Dr. Feig,MI,04,house,2022,D,https://www.anthonyfeig.com,True,True
Anthony Detora,VA,00,senate,2014,R,https://www.tonydetora.com,True,True
Anthony Detora,VA,00,senate,2016,R,https://www.tonydetora.com,True,True
Anthony Detora,VA,00,senate,2018,R,https://www.tonydetora.com,True,True
Anthony Detora,VA,00,senate,2020,R,https://www.tonydetora.com,True,True
Anthony Dr. Jr. Felix,CA,40,house,2020,D,https://www.2020af.com,True,True
Anthony Dr. Jr. Felix,CA,40,house,2022,D,https://www.anthonyfelixforcongress.com,True,True
Anthony E Foriest,NC,06,house,2018,D,https://foriestforcongress.com,True,False
Anthony E Gonzalez,OH,16,house,2018,R,https://www.voteanthonygonzalez.com,True,True
Anthony E Gonzalez,OH,16,house,2020,R,https://www.voteanthonygonzalez.com,True,True
Anthony E Gonzalez,OH,16,house,2022,R,https://www.voteanthonygonzalez.com,True,True
Anthony E Gonzalez,OH,16,house,2024,R,https://www.voteanthonygonzalez.com,True,False
Anthony E Tolda,NY,03,house,2018,R,http://tolda2012.com,True,False
Anthony F Raimondo,NE,00,senate,2008,D,https://www.raimondo2008.com,True,True
Anthony Feig,MI,04,house,2020,D,https://www.anthonyfeig.com,True,True
Anthony G. Forlini,MI,10,house,2018,R,https://www.forliniforus.com,True,False
Anthony G. Forlini,MI,10,house,2020,R,https://www.forliniforus.com,True,True
Anthony G. Forlini,MI,10,house,2022,R,https://www.forliniforus.com,True,True
Anthony G. Forlini,MI,10,house,2024,R,https://www.forliniforus.com,True,True
Anthony German,NY,19,house,2020,R,https://tonygermanforcongress.com,True,True
Anthony Hammes,WI,01,house,2024,D,https://www.hammesforwisconsin.com,True,True
Anthony James March,IL,15,house,2018,D,https://march2018.com,True,False
Anthony James Tristan,TX,27,house,2022,D,https://www.tristanforcongress.com,True,True
Anthony James Tristan,TX,27,house,2024,D,https://www.tristanforcongress.com,True,True
Anthony Jason Hudson,MI,08,house,2024,R,https://anthinyhudson2k24.com,True,False
Anthony John Hernandez,MN,00,senate,2012,R,https://www.hernandezusa.com,True,True
Anthony Kern,AZ,08,house,2024,R,https://votekern.com,True,True
Anthony M Carbonaro,MI,12,house,2020,D,https://carbonaro2020.com,True,False
Anthony M Carbonaro,MI,12,house,2022,D,https://carbonaro2020.com,True,False
Anthony M Figliola,NY,01,house,2022,R,https://www.figliolaforcongress.com,True,True
Anthony Mr Blackmon,AL,04,house,2018,R,https://anthonyblackmonforcongress.org,True,True
Anthony Mr Blackmon,AL,04,house,2020,R,https://anthonyblackmonforcongress.org,True,False
Anthony Mr Osborne,MO,04,house,2022,D,https://www.osborne68.com,True,False
Anthony Mr Osborne,MO,04,house,2024,D,https://www.osborne68.com,True,False
Anthony Muse C.,MD,00,senate,2012,D,https://www.museformaryland.com,True,False
Anthony Muse C.,MD,00,senate,2014,D,https://www.museformaryland.com,True,False
Anthony Muse C.,MD,00,senate,2016,D,https://www.museformaryland.com,True,False
Anthony Muse C.,MD,00,senate,2018,D,https://www.museformaryland.com,True,False
Anthony P Desposito,NY,04,house,2022,R,https://despositoforcongress.com,True,True
Anthony P Desposito,NY,04,house,2024,R,https://despositoforcongress.com,True,True
Anthony Pappas,NY,14,house,2018,R,https://www.peopleforanthonypappas.com,True,False
Anthony Pappas,NY,14,house,2020,R,https://www.peopleforanthonypappas.com,True,False
Anthony Rogers,MO,01,house,2020,R,https://www.anthonyrogers2020.com,True,True
Anthony Rogers,MO,01,house,2022,R,https://www.anthonyrogers2020.com,True,False
Anthony Rogers,MO,01,house,2024,R,https://www.anthonyrogers2020.com,True,False
Anthony Sabatini,FL,07,house,2022,R,https://sabatiniforcongress.com,True,True
Anthony Sabatini,FL,11,house,2024,R,https://sabatiniforcongress.com,True,False
Anthony Thomas Constantino,NY,21,house,2024,R,http://vote4anthony.com/,True,True
Anthony Vargas,NE,02,house,2022,D,https://www.vargasfornebraska.com,True,True
Anthony Vargas,NE,02,house,2024,D,https://www.vargasfornebraska.com,True,True
Antoine Members,IL,01,house,2018,R,https://www.antoinemembers.com,True,False
Antoine Mr. Tucker,NY,14,house,2020,R,https://www.tucker.vote,True,True
Antoine Mr. Tucker,NY,14,house,2022,R,https://www.tucker.vote,True,True
Antoine Mr. Tucker,NY,14,house,2024,R,https://www.tucker.vote,True,True
Antoine Pierce,LA,00,senate,2020,D,https://www.antoinepierce.com,True,True
Antoine Pierce,LA,00,senate,2022,D,https://www.antoinepierce.com,True,True
Antoine Pierce,LA,00,senate,2024,D,https://www.antoinepierce.com,True,True
Antoinette Sedillo Lopez,NM,01,house,2018,D,http://www.asl4congress.com,True,False
Anton A Pearson,MT,00,senate,2008,R,https://www.antonpearson.com,True,True
Antone Melton-Meaux,MN,05,house,2020,D,https://www.antoneforcongress.com,True,False
Antone Melton-Meaux,MN,05,house,2022,D,https://www.antoneforcongress.com,True,True
Antone Melton-Meaux,MN,05,house,2024,D,https://www.antoneforcongress.com,True,False
Antonia Eliason,MS,01,house,2020,D,http://www.antonia2020.com,True,True
Antonia Eliason,MS,01,house,2022,D,http://www.antonia2020.com,True,True
Antonio C Amador,CA,09,house,2018,R,https://www.amador4congress,True,False
Antonio Darnell Gray,GA,13,house,2022,D,https://wewantin2022.org,True,True
Antonio Darnell Gray,GA,13,house,2024,D,https://wewantin2022.org,True,False
Antonio Delgado,CA,40,house,2020,R,https://delgadoforny.com,True,False
Antonio Delgado,CA,40,house,2022,R,https://delgadoforny.com,True,True
Antonio Delgado,NY,19,house,2018,D,https://www.delgadoforcongress.com,True,True
Antonio Delgado,NY,19,house,2020,D,https://www.delgadoforcongress.com,True,False
Antonio Delgado,NY,19,house,2022,D,https://www.delgadoforcongress.com,True,True
Antonio Miguel Daza-Fernandez,GA,11,house,2022,D,https://www.votedaza.com,True,True
Antonio Miguel Daza-Fernandez,GA,11,house,2024,D,https://www.votedaza.com,True,True
Antonio Pitocco,MD,03,house,2022,R,https://pitoccoforcongress.com,True,True
Antonio Pitocco,MD,03,house,2024,R,https://pitoccoforcongress.com,True,False
Antonio Sabato,CA,26,house,2018,R,https://www.voteantonio.com,True,True
Antonio Sabato,CA,26,house,2020,R,https://www.voteantonio.com,True,True
Antonio Swad,TX,32,house,2022,R,https://swadforcongress.com,True,True
Antonio Swad,TX,32,house,2024,R,https://swadforcongress.com,True,True
April Becker,NV,03,house,2022,R,https://voteaprilbecker.com,True,True
April Becker,NV,03,house,2024,R,https://voteaprilbecker.com,True,True
April June Freeman,FL,17,house,2018,D,https://www.aprilfreeman.com,True,True
April Mcclain Delaney,MD,06,house,2024,D,https://aprilmcclaindelaneyforcongress.com,True,True
Aquasia Johnson Mcdowell,FL,03,house,2020,D,https://www.aquasiajohnson.com,True,False
Aquasia Johnson Mcdowell,FL,03,house,2022,D,https://www.aquasiajohnson.com,True,False
Aramis Ayala,FL,10,house,2022,D,https://www.aramisayala.com/,True,True
Arati Kreibich,NJ,05,house,2020,D,https://www.aratiforcongress.com,True,True
Archie Leon Threatt,NC,12,house,2018,R,https://www.leonthreatt.com,True,False
Archie Parnell,SC,05,house,2018,D,http://www.archieparnell.com,True,True
Archie Parnell,SC,05,house,2020,D,http://www.archieparnell.com,True,True
Archimedes M.D. Ramirez,CA,02,house,2022,R,https://www.archimedesforcongress.com,True,True
Aria Rey Ursa,WA,00,senate,2024,D,https://www.ariaforsenate2024.com/,True,True
Ariana Hakami,CA,36,house,2022,R,https://www.arianahakami.com,True,True
Ariana Hakami,CA,36,house,2024,R,https://www.arianahakami.com,True,True
Arik Bjorn,SC,02,house,2018,D,http://www.bjorn2run.com/,True,True
Arlen Specter,PA,00,senate,2002,R,http://www.specter2010.com,True,False
Arlen Specter,PA,00,senate,2004,R,http://www.specter2010.com,True,False
Arlen Specter,PA,00,senate,2006,R,http://www.specter2010.com,True,False
Arlen Specter,PA,00,senate,2008,R,http://www.specter2010.com,True,True
Arlen Specter,PA,00,senate,2010,D,http://www.specter2010.com,True,True
Arlen Specter,PA,00,senate,2012,D,http://www.specter2010.com,True,False
Arlen Specter,PA,00,senate,2014,D,http://www.specter2010.com,True,True
Armani Salado,FL,07,house,2020,R,https://saladoforcongress.com,True,False
Armidia (Army) Murray,OR,01,house,2022,R,https://armysarmy.net,True,True
Arn Menconi,CO,03,house,2018,D,https://www.arnmenconi.com,True,True
Arn Menconi,CO,03,house,2020,D,https://www.arnmenconi.com,True,False
Arnold Mooney,AL,00,senate,2020,R,https://www.arnoldforalabama.com,True,False
Arnold Mooney,AL,00,senate,2022,R,https://www.arnoldforalabama.com,True,False
Art Dr. Robinson,OR,04,house,2018,R,https://www.artforcongress.com,True,True
Art Dr. Robinson,OR,04,house,2020,R,https://www.artforcongress.com,True,False
Art Dr. Robinson,OR,04,house,2022,R,https://www.artforcongress.com,True,False
Art Dr. Robinson,OR,04,house,2024,R,https://www.artforcongress.com,True,False
Arthur Augustine Gardner,GA,00,senate,2014,R,https://www.gardnersenate.com,True,True
Arthur Baker,MD,03,house,2024,R,https://artformaryland.com,True,True
Arthur Dixon,TX,30,house,2022,D,https://arthurforcongress.com,True,False
Arthur Dixon,TX,30,house,2024,D,https://arthurforcongress.com,True,True
Arthur Jason Rich,NC,01,house,2018,R,https://www.arthurrichforcongress.com,True,True
Arthur Jason Rich,NC,01,house,2020,R,https://www.arthurrichforcongress.com,True,False
Arthur Jason Rich,NC,01,house,2022,R,https://www.arthurrichforcongress.com,True,True
Arthur Jason Rich,NC,01,house,2024,R,https://www.arthurrichforcongress.com,True,True
Arthur Jr Md Coday,WA,00,senate,2010,R,https://www.artcoday.com,True,True
Arthur Jr Md Coday,WA,00,senate,2012,R,https://www.artcoday.com,True,True
Arthur Jr Md Coday,WA,00,senate,2014,R,https://www.artcoday.com,True,False
Arthur Jr Md Coday,WA,00,senate,2016,R,https://www.artcoday.com,True,False
Arthur Jr Md Coday,WA,00,senate,2018,R,https://www.artcoday.com,True,False
Arthur Jr Md Coday,WA,00,senate,2020,R,https://www.artcoday.com,True,False
Arthur Jr Md Coday,WA,00,senate,2022,R,https://www.artcoday.com,True,False
Arthur Jr Md Coday,WA,00,senate,2024,R,https://www.artcoday.com,True,False
Arthur L Halvorson,PA,13,house,2018,R,https://www.arthalvorsonforcongress.com,True,True
Arthur L Halvorson,PA,13,house,2020,R,https://www.arthalvorsonforcongress.com,True,True
Arthur L Halvorson,PA,13,house,2022,R,https://www.arthalvorsonforcongress.com,True,True
Arthur L Halvorson,PA,13,house,2024,R,https://www.arthalvorsonforcongress.com,True,True
Arthur Laverne Dr Peterson,CA,39,house,2022,R,https://petersoncongress.us,True,True
Arthur Laverne Dr Peterson,CA,39,house,2024,R,https://petersoncongress.us,True,False
Arthur Morrell,LA,00,senate,2004,D,https://www.morrellforlouisiana.com,True,True
Arthur Morrell,LA,00,senate,2006,D,https://www.morrellforlouisiana.com,True,True
Arthur Morrell,LA,00,senate,2008,D,https://www.morrellforlouisiana.com,True,True
